Gen A	Gen B	Winner	Strength
hsa:1956	hsa:5601	Gen A	49
hsa:1956	hsa:5602	Gen A	49
hsa:1956	hsa:5900	Gen A	33
hsa:1956	hsa:7046	Gen A	48
hsa:1956	hsa:4089	Gen A	48
hsa:1956	hsa:26060	Gen A	47
hsa:1956	hsa:836	Gen A	48
hsa:1956	hsa:1630	Gen A	48
hsa:2069	hsa:7039	Draw	0
hsa:2069	hsa:1950	Draw	0
hsa:2069	hsa:5290	Gen A	26
hsa:2069	hsa:5291	Gen A	26
hsa:2069	hsa:5293	Gen A	26
hsa:2069	hsa:5295	Gen A	26
hsa:2069	hsa:5296	Gen A	26
hsa:2069	hsa:8503	Gen A	26
hsa:2069	hsa:2885	Gen B	23
hsa:2069	hsa:369	Gen A	42
hsa:2069	hsa:5894	Gen A	42
hsa:2069	hsa:673	Gen A	42
hsa:2069	hsa:5604	Gen A	45
hsa:2069	hsa:5605	Gen A	45
hsa:2069	hsa:5594	Gen A	49
hsa:2069	hsa:5595	Gen A	49
hsa:2069	hsa:10000	Gen A	32
hsa:2069	hsa:207	Gen A	32
hsa:2069	hsa:208	Gen A	32
hsa:2069	hsa:2475	Gen A	48
hsa:2069	hsa:6198	Gen A	51
hsa:2069	hsa:6199	Gen A	51
hsa:2069	hsa:6654	Gen A	2
hsa:2069	hsa:6655	Gen A	2
hsa:2069	hsa:3265	Gen A	4
hsa:2069	hsa:3845	Gen B	6
hsa:2069	hsa:4893	Gen A	4
hsa:2069	hsa:5898	Gen A	44
hsa:2069	hsa:5899	Gen A	44
hsa:2069	hsa:387	Gen A	46
hsa:2069	hsa:5879	Gen A	46
hsa:2069	hsa:5880	Gen A	46
hsa:2069	hsa:5881	Gen A	46
hsa:2069	hsa:27113	Gen A	52
hsa:2069	hsa:596	Gen A	52
hsa:2069	hsa:10018	Gen A	52
hsa:2069	hsa:572	Gen A	50
hsa:2069	hsa:5366	Gen A	52
hsa:2069	hsa:4087	Gen A	49
hsa:2069	hsa:4088	Gen A	49
hsa:2069	hsa:7048	Gen A	49
hsa:2069	hsa:581	Gen A	52
hsa:2069	hsa:842	Gen A	50
hsa:2069	hsa:2932	Gen A	38
hsa:2069	hsa:51176	Gen A	46
hsa:2069	hsa:6932	Gen A	46
hsa:2069	hsa:6934	Gen A	46
hsa:2069	hsa:83439	Gen A	46
hsa:2069	hsa:1499	Gen A	40
hsa:2069	hsa:595	Gen A	52
hsa:2069	hsa:4609	Gen A	51
hsa:2069	hsa:332	Gen A	52
hsa:2069	hsa:7157	Gen A	44
hsa:2069	hsa:51426	Gen A	53
hsa:2069	hsa:1643	Gen A	53
hsa:2069	hsa:578	Gen A	53
hsa:2069	hsa:10912	Gen A	51
hsa:2069	hsa:1647	Gen A	51
hsa:2069	hsa:4616	Gen A	51
hsa:2069	hsa:1026	Gen A	53
hsa:2069	hsa:2353	Gen A	51
hsa:2069	hsa:3725	Gen A	51
hsa:2069	hsa:5599	Gen A	50
hsa:2069	hsa:5601	Gen A	50
hsa:2069	hsa:5602	Gen A	50
hsa:2069	hsa:5900	Gen A	34
hsa:2069	hsa:7046	Gen A	49
hsa:2069	hsa:4089	Gen A	49
hsa:2069	hsa:26060	Gen A	48
hsa:2069	hsa:836	Gen A	49
hsa:2069	hsa:1630	Gen A	49
hsa:7039	hsa:1950	Draw	0
hsa:7039	hsa:5290	Gen A	26
hsa:7039	hsa:5291	Gen A	26
hsa:7039	hsa:5293	Gen A	26
hsa:7039	hsa:5295	Gen A	26
hsa:7039	hsa:5296	Gen A	26
hsa:7039	hsa:8503	Gen A	26
hsa:7039	hsa:2885	Gen B	23
hsa:7039	hsa:369	Gen A	42
hsa:7039	hsa:5894	Gen A	42
hsa:7039	hsa:673	Gen A	42
hsa:7039	hsa:5604	Gen A	45
hsa:7039	hsa:5605	Gen A	45
hsa:7039	hsa:5594	Gen A	49
hsa:7039	hsa:5595	Gen A	49
hsa:7039	hsa:10000	Gen A	32
hsa:7039	hsa:207	Gen A	32
hsa:7039	hsa:208	Gen A	32
hsa:7039	hsa:2475	Gen A	48
hsa:7039	hsa:6198	Gen A	51
hsa:7039	hsa:6199	Gen A	51
hsa:7039	hsa:6654	Gen A	2
hsa:7039	hsa:6655	Gen A	2
hsa:7039	hsa:3265	Gen A	4
hsa:7039	hsa:3845	Gen B	6
hsa:7039	hsa:4893	Gen A	4
hsa:7039	hsa:5898	Gen A	44
hsa:7039	hsa:5899	Gen A	44
hsa:7039	hsa:387	Gen A	46
hsa:7039	hsa:5879	Gen A	46
hsa:7039	hsa:5880	Gen A	46
hsa:7039	hsa:5881	Gen A	46
hsa:7039	hsa:27113	Gen A	52
hsa:7039	hsa:596	Gen A	52
hsa:7039	hsa:10018	Gen A	52
hsa:7039	hsa:572	Gen A	50
hsa:7039	hsa:5366	Gen A	52
hsa:7039	hsa:4087	Gen A	49
hsa:7039	hsa:4088	Gen A	49
hsa:7039	hsa:7048	Gen A	49
hsa:7039	hsa:581	Gen A	52
hsa:7039	hsa:842	Gen A	50
hsa:7039	hsa:2932	Gen A	38
hsa:7039	hsa:51176	Gen A	46
hsa:7039	hsa:6932	Gen A	46
hsa:7039	hsa:6934	Gen A	46
hsa:7039	hsa:83439	Gen A	46
hsa:7039	hsa:1499	Gen A	40
hsa:7039	hsa:595	Gen A	52
hsa:7039	hsa:4609	Gen A	51
hsa:7039	hsa:332	Gen A	52
hsa:7039	hsa:7157	Gen A	44
hsa:7039	hsa:51426	Gen A	53
hsa:7039	hsa:1643	Gen A	53
hsa:7039	hsa:578	Gen A	53
hsa:7039	hsa:10912	Gen A	51
hsa:7039	hsa:1647	Gen A	51
hsa:7039	hsa:4616	Gen A	51
hsa:7039	hsa:1026	Gen A	53
hsa:7039	hsa:2353	Gen A	51
hsa:7039	hsa:3725	Gen A	51
hsa:7039	hsa:5599	Gen A	50
hsa:7039	hsa:5601	Gen A	50
hsa:7039	hsa:5602	Gen A	50
hsa:7039	hsa:5900	Gen A	34
hsa:7039	hsa:7046	Gen A	49
hsa:7039	hsa:4089	Gen A	49
hsa:7039	hsa:26060	Gen A	48
hsa:7039	hsa:836	Gen A	49
hsa:7039	hsa:1630	Gen A	49
hsa:1950	hsa:5290	Gen A	26
hsa:1950	hsa:5291	Gen A	26
hsa:1950	hsa:5293	Gen A	26
hsa:1950	hsa:5295	Gen A	26
hsa:1950	hsa:5296	Gen A	26
hsa:1950	hsa:8503	Gen A	26
hsa:1950	hsa:2885	Gen B	23
hsa:1950	hsa:369	Gen A	42
hsa:1950	hsa:5894	Gen A	42
hsa:1950	hsa:673	Gen A	42
hsa:1950	hsa:5604	Gen A	45
hsa:1950	hsa:5605	Gen A	45
hsa:1950	hsa:5594	Gen A	49
hsa:1950	hsa:5595	Gen A	49
hsa:1950	hsa:10000	Gen A	32
hsa:1950	hsa:207	Gen A	32
hsa:1950	hsa:208	Gen A	32
hsa:1950	hsa:2475	Gen A	48
hsa:1950	hsa:6198	Gen A	51
hsa:1950	hsa:6199	Gen A	51
hsa:1950	hsa:6654	Gen A	2
hsa:1950	hsa:6655	Gen A	2
hsa:1950	hsa:3265	Gen A	4
hsa:1950	hsa:3845	Gen B	6
hsa:1950	hsa:4893	Gen A	4
hsa:1950	hsa:5898	Gen A	44
hsa:1950	hsa:5899	Gen A	44
hsa:1950	hsa:387	Gen A	46
hsa:1950	hsa:5879	Gen A	46
hsa:1950	hsa:5880	Gen A	46
hsa:1950	hsa:5881	Gen A	46
hsa:1950	hsa:27113	Gen A	52
hsa:1950	hsa:596	Gen A	52
hsa:1950	hsa:10018	Gen A	52
hsa:1950	hsa:572	Gen A	50
hsa:1950	hsa:5366	Gen A	52
hsa:1950	hsa:4087	Gen A	49
hsa:1950	hsa:4088	Gen A	49
hsa:1950	hsa:7048	Gen A	49
hsa:1950	hsa:581	Gen A	52
hsa:1950	hsa:842	Gen A	50
hsa:1950	hsa:2932	Gen A	38
hsa:1950	hsa:51176	Gen A	46
hsa:1950	hsa:6932	Gen A	46
hsa:1950	hsa:6934	Gen A	46
hsa:1950	hsa:83439	Gen A	46
hsa:1950	hsa:1499	Gen A	40
hsa:1950	hsa:595	Gen A	52
hsa:1950	hsa:4609	Gen A	51
hsa:1950	hsa:332	Gen A	52
hsa:1950	hsa:7157	Gen A	44
hsa:1950	hsa:51426	Gen A	53
hsa:1950	hsa:1643	Gen A	53
hsa:1950	hsa:578	Gen A	53
hsa:1950	hsa:10912	Gen A	51
hsa:1950	hsa:1647	Gen A	51
hsa:1950	hsa:4616	Gen A	51
hsa:1950	hsa:1026	Gen A	53
hsa:1950	hsa:2353	Gen A	51
hsa:1950	hsa:3725	Gen A	51
hsa:1950	hsa:5599	Gen A	50
hsa:1950	hsa:5601	Gen A	50
hsa:1950	hsa:5602	Gen A	50
hsa:1950	hsa:5900	Gen A	34
hsa:1950	hsa:7046	Gen A	49
hsa:1950	hsa:4089	Gen A	49
hsa:1950	hsa:26060	Gen A	48
hsa:1950	hsa:836	Gen A	49
hsa:1950	hsa:1630	Gen A	49
hsa:5290	hsa:5291	Draw	0
hsa:5290	hsa:5293	Draw	0
hsa:5290	hsa:5295	Draw	0
hsa:5290	hsa:5296	Draw	0
hsa:5290	hsa:8503	Draw	0
hsa:5290	hsa:2885	Gen B	24
hsa:5290	hsa:369	Gen A	16
hsa:5290	hsa:5894	Gen A	16
hsa:5290	hsa:673	Gen A	16
hsa:5290	hsa:5604	Gen A	19
hsa:5290	hsa:5605	Gen A	19
hsa:5290	hsa:5594	Gen A	23
hsa:5290	hsa:5595	Gen A	23
hsa:5290	hsa:10000	Gen A	5
hsa:5290	hsa:207	Gen A	5
hsa:5290	hsa:208	Gen A	5
hsa:5290	hsa:2475	Gen A	21
hsa:5290	hsa:6198	Gen A	24
hsa:5290	hsa:6199	Gen A	24
hsa:5290	hsa:6654	Gen B	23
hsa:5290	hsa:6655	Gen B	23
hsa:5290	hsa:3265	Gen B	21
hsa:5290	hsa:3845	Gen B	21
hsa:5290	hsa:4893	Gen B	21
hsa:5290	hsa:5898	Gen A	18
hsa:5290	hsa:5899	Gen A	18
hsa:5290	hsa:387	Gen A	20
hsa:5290	hsa:5879	Gen A	20
hsa:5290	hsa:5880	Gen A	20
hsa:5290	hsa:5881	Gen A	20
hsa:5290	hsa:27113	Gen A	25
hsa:5290	hsa:596	Gen A	25
hsa:5290	hsa:10018	Gen A	25
hsa:5290	hsa:572	Gen A	23
hsa:5290	hsa:5366	Gen A	25
hsa:5290	hsa:4087	Gen A	22
hsa:5290	hsa:4088	Gen A	22
hsa:5290	hsa:7048	Gen A	22
hsa:5290	hsa:581	Gen A	25
hsa:5290	hsa:842	Gen A	23
hsa:5290	hsa:2932	Gen A	9
hsa:5290	hsa:51176	Gen A	19
hsa:5290	hsa:6932	Gen A	19
hsa:5290	hsa:6934	Gen A	19
hsa:5290	hsa:83439	Gen A	19
hsa:5290	hsa:1499	Gen A	11
hsa:5290	hsa:595	Gen A	25
hsa:5290	hsa:4609	Gen A	24
hsa:5290	hsa:332	Gen A	25
hsa:5290	hsa:7157	Gen A	17
hsa:5290	hsa:51426	Gen A	26
hsa:5290	hsa:1643	Gen A	26
hsa:5290	hsa:578	Gen A	26
hsa:5290	hsa:10912	Gen A	24
hsa:5290	hsa:1647	Gen A	24
hsa:5290	hsa:4616	Gen A	24
hsa:5290	hsa:1026	Gen A	26
hsa:5290	hsa:2353	Gen A	25
hsa:5290	hsa:3725	Gen A	25
hsa:5290	hsa:5599	Gen A	24
hsa:5290	hsa:5601	Gen A	24
hsa:5290	hsa:5602	Gen A	24
hsa:5290	hsa:5900	Gen A	17
hsa:5290	hsa:7046	Gen A	22
hsa:5290	hsa:4089	Gen A	22
hsa:5290	hsa:26060	Gen A	21
hsa:5290	hsa:836	Gen A	22
hsa:5290	hsa:1630	Gen A	22
hsa:5291	hsa:5293	Draw	0
hsa:5291	hsa:5295	Draw	0
hsa:5291	hsa:5296	Draw	0
hsa:5291	hsa:8503	Draw	0
hsa:5291	hsa:2885	Gen B	24
hsa:5291	hsa:369	Gen A	16
hsa:5291	hsa:5894	Gen A	16
hsa:5291	hsa:673	Gen A	16
hsa:5291	hsa:5604	Gen A	19
hsa:5291	hsa:5605	Gen A	19
hsa:5291	hsa:5594	Gen A	23
hsa:5291	hsa:5595	Gen A	23
hsa:5291	hsa:10000	Gen A	5
hsa:5291	hsa:207	Gen A	5
hsa:5291	hsa:208	Gen A	5
hsa:5291	hsa:2475	Gen A	21
hsa:5291	hsa:6198	Gen A	24
hsa:5291	hsa:6199	Gen A	24
hsa:5291	hsa:6654	Gen B	23
hsa:5291	hsa:6655	Gen B	23
hsa:5291	hsa:3265	Gen B	21
hsa:5291	hsa:3845	Gen B	21
hsa:5291	hsa:4893	Gen B	21
hsa:5291	hsa:5898	Gen A	18
hsa:5291	hsa:5899	Gen A	18
hsa:5291	hsa:387	Gen A	20
hsa:5291	hsa:5879	Gen A	20
hsa:5291	hsa:5880	Gen A	20
hsa:5291	hsa:5881	Gen A	20
hsa:5291	hsa:27113	Gen A	25
hsa:5291	hsa:596	Gen A	25
hsa:5291	hsa:10018	Gen A	25
hsa:5291	hsa:572	Gen A	23
hsa:5291	hsa:5366	Gen A	25
hsa:5291	hsa:4087	Gen A	22
hsa:5291	hsa:4088	Gen A	22
hsa:5291	hsa:7048	Gen A	22
hsa:5291	hsa:581	Gen A	25
hsa:5291	hsa:842	Gen A	23
hsa:5291	hsa:2932	Gen A	9
hsa:5291	hsa:51176	Gen A	19
hsa:5291	hsa:6932	Gen A	19
hsa:5291	hsa:6934	Gen A	19
hsa:5291	hsa:83439	Gen A	19
hsa:5291	hsa:1499	Gen A	11
hsa:5291	hsa:595	Gen A	25
hsa:5291	hsa:4609	Gen A	24
hsa:5291	hsa:332	Gen A	25
hsa:5291	hsa:7157	Gen A	17
hsa:5291	hsa:51426	Gen A	26
hsa:5291	hsa:1643	Gen A	26
hsa:5291	hsa:578	Gen A	26
hsa:5291	hsa:10912	Gen A	24
hsa:5291	hsa:1647	Gen A	24
hsa:5291	hsa:4616	Gen A	24
hsa:5291	hsa:1026	Gen A	26
hsa:5291	hsa:2353	Gen A	25
hsa:5291	hsa:3725	Gen A	25
hsa:5291	hsa:5599	Gen A	24
hsa:5291	hsa:5601	Gen A	24
hsa:5291	hsa:5602	Gen A	24
hsa:5291	hsa:5900	Gen A	17
hsa:5291	hsa:7046	Gen A	22
hsa:5291	hsa:4089	Gen A	22
hsa:5291	hsa:26060	Gen A	21
hsa:5291	hsa:836	Gen A	22
