Gen A	Gen B	Winner	Strength
hsa:7157	hsa:51426	Gen A	7
hsa:7157	hsa:1643	Gen A	7
hsa:7157	hsa:578	Gen A	7
hsa:7157	hsa:581	Gen A	7
hsa:7157	hsa:10912	Gen A	5
hsa:7157	hsa:1647	Gen A	5
hsa:7157	hsa:4616	Gen A	5
hsa:7157	hsa:1026	Gen A	7
hsa:7157	hsa:23462	Gen B	28
hsa:7157	hsa:23493	Gen B	28
hsa:7157	hsa:26508	Gen B	28
hsa:7157	hsa:2064	Gen B	15
hsa:7157	hsa:4791	Gen A	8
hsa:7157	hsa:4609	Gen A	8
hsa:7157	hsa:595	Gen A	2
hsa:7157	hsa:3280	Gen B	27
hsa:7157	hsa:388585	Gen B	27
hsa:7157	hsa:2246	Gen B	33
hsa:7157	hsa:2247	Gen B	33
hsa:7157	hsa:2248	Gen B	33
hsa:7157	hsa:2249	Gen B	33
hsa:7157	hsa:2250	Gen B	33
hsa:7157	hsa:2251	Gen B	33
hsa:7157	hsa:2252	Gen B	33
hsa:7157	hsa:2253	Gen B	33
hsa:7157	hsa:2254	Gen B	33
hsa:7157	hsa:2255	Gen B	33
hsa:7157	hsa:26281	Gen B	33
hsa:7157	hsa:26291	Gen B	33
hsa:7157	hsa:27006	Gen B	33
hsa:7157	hsa:8074	Gen B	33
hsa:7157	hsa:8817	Gen B	33
hsa:7157	hsa:8822	Gen B	33
hsa:7157	hsa:8823	Gen B	33
hsa:7157	hsa:9965	Gen B	33
hsa:7157	hsa:2260	Gen B	15
hsa:7157	hsa:1950	Gen B	16
hsa:7157	hsa:1956	Gen B	15
hsa:7157	hsa:5290	Gen A	3
hsa:7157	hsa:5291	Gen A	3
hsa:7157	hsa:5293	Gen A	3
hsa:7157	hsa:5295	Gen A	3
hsa:7157	hsa:5296	Gen A	3
hsa:7157	hsa:8503	Gen A	3
hsa:7157	hsa:25759	Gen B	8
hsa:7157	hsa:399694	Gen B	8
hsa:7157	hsa:53358	Gen B	8
hsa:7157	hsa:6464	Gen B	8
hsa:7157	hsa:3815	Gen B	15
hsa:7157	hsa:5925	Gen A	2
hsa:7157	hsa:1869	Gen A	2
hsa:7157	hsa:1870	Gen A	2
hsa:7157	hsa:1871	Gen A	2
hsa:7157	hsa:1019	Gen A	2
hsa:7157	hsa:1021	Gen A	2
hsa:7157	hsa:51384	Gen B	47
hsa:7157	hsa:54361	Gen B	47
hsa:7157	hsa:7471	Gen B	47
hsa:7157	hsa:7472	Gen B	47
hsa:7157	hsa:7473	Gen B	47
hsa:7157	hsa:7474	Gen B	47
hsa:7157	hsa:7475	Gen B	47
hsa:7157	hsa:7476	Gen B	47
hsa:7157	hsa:7477	Gen B	47
hsa:7157	hsa:7478	Gen B	47
hsa:7157	hsa:7479	Gen B	47
hsa:7157	hsa:7480	Gen B	47
hsa:7157	hsa:7481	Gen B	47
hsa:7157	hsa:7482	Gen B	47
hsa:7157	hsa:7483	Gen B	47
hsa:7157	hsa:7484	Gen B	47
hsa:7157	hsa:80326	Gen B	47
hsa:7157	hsa:81029	Gen B	47
hsa:7157	hsa:89780	Gen B	47
hsa:7157	hsa:4040	Gen B	47
hsa:7157	hsa:4041	Gen B	47
hsa:7157	hsa:11211	Gen B	47
hsa:7157	hsa:2535	Gen B	47
hsa:7157	hsa:7855	Gen B	47
hsa:7157	hsa:7976	Gen B	47
hsa:7157	hsa:8321	Gen B	47
hsa:7157	hsa:8322	Gen B	47
hsa:7157	hsa:8323	Gen B	47
hsa:7157	hsa:8324	Gen B	47
hsa:7157	hsa:8325	Gen B	47
hsa:7157	hsa:8326	Gen B	47
hsa:7157	hsa:1855	Gen B	16
hsa:7157	hsa:1856	Gen B	16
hsa:7157	hsa:1857	Gen B	16
hsa:7157	hsa:10023	Gen B	16
hsa:7157	hsa:23401	Gen B	16
hsa:7157	hsa:2932	Gen B	11
hsa:7157	hsa:8312	Gen B	11
hsa:7157	hsa:8313	Gen B	11
hsa:7157	hsa:1499	Gen B	6
hsa:7157	hsa:51176	Gen B	3
hsa:7157	hsa:6932	Gen B	3
hsa:7157	hsa:6934	Gen B	3
hsa:7157	hsa:83439	Gen B	3
hsa:7157	hsa:122011	Gen B	6
hsa:7157	hsa:1452	Gen B	6
hsa:7157	hsa:10297	Gen B	11
hsa:7157	hsa:324	Gen B	11
hsa:7157	hsa:10000	Gen A	3
hsa:7157	hsa:207	Gen A	3
hsa:7157	hsa:208	Gen A	3
hsa:7157	hsa:2475	Gen A	6
hsa:7157	hsa:3480	Gen B	15
hsa:7157	hsa:3479	Gen B	16
hsa:7157	hsa:6198	Gen A	7
hsa:7157	hsa:6199	Gen A	7
hsa:7157	hsa:6654	Gen B	3
hsa:7157	hsa:6655	Gen B	3
hsa:7157	hsa:3265	Gen B	1
hsa:7157	hsa:3845	Gen B	1
hsa:7157	hsa:4893	Gen B	1
hsa:7157	hsa:2885	Gen B	4
hsa:7157	hsa:5604	Gen A	5
hsa:7157	hsa:5605	Gen A	5
hsa:7157	hsa:5594	Gen A	7
hsa:7157	hsa:5595	Gen A	7
hsa:7157	hsa:369	Gen A	2
hsa:7157	hsa:5894	Gen A	2
hsa:7157	hsa:673	Gen A	2
hsa:7157	hsa:8202	Gen B	56
hsa:7157	hsa:8648	Gen B	56
hsa:7157	hsa:5241	Gen B	56
hsa:7157	hsa:8600	Gen A	8
hsa:7157	hsa:2099	Gen B	56
hsa:7157	hsa:2100	Gen B	56
hsa:7157	hsa:10683	Gen B	38
hsa:7157	hsa:28514	Gen B	38
hsa:7157	hsa:54567	Gen B	38
hsa:7157	hsa:4851	Gen B	35
hsa:7157	hsa:4853	Gen B	35
hsa:7157	hsa:4854	Gen B	35
hsa:7157	hsa:4855	Gen B	35
hsa:7157	hsa:2353	Gen B	56
hsa:7157	hsa:3725	Gen B	56
hsa:7157	hsa:6667	Gen B	56
hsa:7157	hsa:2324	Gen A	8
hsa:7157	hsa:182	Gen B	37
hsa:7157	hsa:3714	Gen B	37
hsa:51426	hsa:1643	Draw	0
hsa:51426	hsa:578	Draw	0
hsa:51426	hsa:581	Draw	0
hsa:51426	hsa:10912	Gen B	2
hsa:51426	hsa:1647	Gen B	2
hsa:51426	hsa:4616	Gen B	2
hsa:51426	hsa:1026	Draw	0
hsa:51426	hsa:23462	Gen B	36
hsa:51426	hsa:23493	Gen B	36
hsa:51426	hsa:26508	Gen B	36
hsa:51426	hsa:2064	Gen B	23
hsa:51426	hsa:4791	Draw	0
hsa:51426	hsa:4609	Draw	0
hsa:51426	hsa:595	Gen B	6
hsa:51426	hsa:3280	Gen B	35
hsa:51426	hsa:388585	Gen B	35
hsa:51426	hsa:2246	Gen B	41
hsa:51426	hsa:2247	Gen B	41
hsa:51426	hsa:2248	Gen B	41
hsa:51426	hsa:2249	Gen B	41
hsa:51426	hsa:2250	Gen B	41
